13:36:42 | INFO     | unificador | 📁 Log salvo em: C:\Projetos\Projeto EGS\EGS_Suite\apps\logs\unificador_20251205_133642.log
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10226667-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10226667-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10237441-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102374411IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102374411
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10237441-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10237441-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10237441-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10239312-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102393122IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102393122
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10239312-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10239312-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10239312-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '1024514-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '10245142IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 10245142
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 1024514-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 1024514-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 1024514-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10252817-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102528172IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102528172
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10252817-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10252817-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10252817-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10257864-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102578649IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102578649
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10257864-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10257864-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10257864-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '102599101-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1025991019IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1025991019
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 102599101-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 102599101-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 102599101-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '102605731-5_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1026057315IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1026057315
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 102605731-5_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 102605731-5_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 102605731-5_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10260761-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102607612IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102607612
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10260761-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10260761-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10260761-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10276283-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102762839IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102762839
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10276283-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10276283-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10276283-9_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '102794432-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1027944321IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1027944321
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 102794432-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 102794432-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 102794432-1_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:43 | INFO     | unificador |   - Valores R$: []
13:36:43 | INFO     | unificador |   - Números formatados: []
13:36:43 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:43 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:43 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10280638-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102806388IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:43 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102806388
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10280638-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:43 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:43 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10280638-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:43 | INFO     | unificador | [ANÁLISE_VALORES] 10280638-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '10283183-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '102831832IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 102831832
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 10283183-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:44 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 10283183-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | INFO     | unificador | [ANÁLISE_VALORES] 10283183-2_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '1029964-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '10299644IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 10299644
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 1029964-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:44 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 1029964-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | INFO     | unificador | [ANÁLISE_VALORES] 1029964-4_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '103005226-0_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1030052260IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1030052260
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 103005226-0_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:44 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 103005226-0_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | INFO     | unificador | [ANÁLISE_VALORES] 103005226-0_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '103030784-7_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1030307847IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1030307847
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 103030784-7_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:44 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 103030784-7_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | INFO     | unificador | [ANÁLISE_VALORES] 103030784-7_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '103040565-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1030405658IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1030405658
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 103040565-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'Total a pagar' não encontrado
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'valor isolado R$'...
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Padrão 'valor isolado' não encontrado
13:36:44 | WARNING  | unificador | [VALOR_FATURA] ✗ Nenhum valor encontrado em 103040565-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | INFO     | unificador | [ANÁLISE_VALORES] 103040565-8_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf (fatura):
13:36:44 | INFO     | unificador |   - Valores R$: []
13:36:44 | INFO     | unificador |   - Números formatados: []
13:36:44 | INFO     | unificador |   - Tem 'Total a pagar': False
13:36:44 | INFO     | unificador |   - Tem 'Valor do Documento': False
13:36:44 | DEBUG    | unificador | [UC_NOME] Tentando extrair UC do nome: '103092868-3_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] Nome normalizado: '1030928683IGREJA DO EVANGELHO QUADRANGULAR20251205.pdf'
13:36:44 | DEBUG    | unificador | [UC_NOME] ✓ UC encontrada no nome: 1030928683
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Extraindo valor de: 103092868-3_IGREJA DO EVANGELHO QUADRANGULAR_20251205.pdf
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tamanho do texto: 0 chars
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Todos os valores R$ encontrados: []
13:36:44 | DEBUG    | unificador | [VALOR_FATURA] Tentando padrão 'Total a pagar'...
